takeoff,takeoff_no,landing,duration,distance,competitors_no,result_place,date,desc,max_alt,max_lift,glider
Zavrh,1,"",115,-nan,null,null,"1998-07-24",Jaz in Grega sva sla v zrak ob treh in sva ze eno uro jadrala ko sta prisla zalaznik in tone. Jaz sem se vozil na drugi strani doline. Grega je enkrat pristal na startu, na koncu pa smo vsi odleteli na vrhniko.,1300,2,nimbus
SrVrh,1,"",110,-nan,null,null,"1998-07-25",Grega Erzo Slavc Mojca Jaz smo jadrali na Srednjem vrhu. Prvi sem sel v zrak in pobral do baze ko drugi niso mogli. Potem sem odletel do zabic in nazaj. Ker razmere niso bile dovolj dobre sem pristal na startu. Erzo in grega sta letela do sembij.la,1730,3.7,nimbus
Priznica,1,"",7,-nan,null,null,"1998-07-26",Skok s priznice visoko mocan zahodnik odspodaj pa nic vetra.,null,null,nimbus
Zavrh,1,"",68,-nan,null,null,"1998-07-28",Nic vetra samo termika slavc franci in se dva scurila +se dva zmajarja. Samo jaz sem pobral nekoliko nad start potem na 1400 iz tu pa sem se odpeljal na planinco kjer sem z visine grebena pobral na 2000m baza. Iz tu bi lahko samo kam zaplaniral.Ker z 2000m ni bilo prespektivno kam odletet tako da bi spet pobral sem odletel na zavrh vas in tam pristal.,2000,4,nimbus
Gozd,1,"",105,-nan,null,null,"1998-07-29",Jaz sem startal in pobral edini od tiszih ki smo bili na tleh. Odletel sem do potoske in nazaj. Andrej je bil na startu in cakal ker je pihalo dol. Pristal sem na Gozdu.,1830,5.2,nimbus
Priznica,1,"",45,-nan,null,null,"1998-07-30",Zahodnik samo jurij je dobil stbr ki je sel visoko a takrat me se ni bilo v zraku.,null,2,nimbus
Vogar,1,"",47,-nan,null,null,"1998-07-31",Prvic na vogarju pes smo sli na start Juri Grega in Jaz. Zahodnik. Nic z Triglavom.,1400,3,nimbus
Vogar,1,"",30,-nan,null,null,"1998-08-01",Na start smo sli Juri Grega Mico in jaz z namenom triglav ceprav smo vedeli za zahodnik Nekateri smo se nekaj jadrali medtem ko so nekateri skocili v lukno v kateri sem sel dol tudi jaz. Boril sem se do konca. V studorju sem skoraj pobral.,1300,3,nimbus
Zabocev,1,"",5,-nan,null,null,"1998-08-03",Curjenje Erzo jaz Andrej,null,null,nimbus
Ambroz,1,"",173,35100,null,null,"1998-08-06",Z Jurijem sva letela z ambroza na krisko in nazaj jaz prvic z novim nimbusom. Erzo v Trsteniku z Ambroza pa smo sli direkt v bohin.,1924,4.2,nimbus
Vogar,1,"",177,-nan,null,null,"1998-08-07",Jaz prvi v toscu Juri prvi v triglavu. Cel dan sem letel po hribih a nisem mogel na triglav. Na koncu smo pristali na Planiki:Novak, Kurnik,Erzen..Spoznal smo veliko prijetnih deklet.,2510,5.6,nimbus
Vogar,1,"",162,-nan,null,null,"1998-08-08",Z Jernejem sva porinla v notranjost z manj kot dveh jurjev. Jaz sem sel v voje on pa direkt. Srecala sva se spet na toscu. Iz tu sva se v sprenstvu se nekoga zapelala v triglav od tu pa smo pobrali levo od planike v razfukanem stbru cez triglav.Nad triglavom sva si pozirala. Nato pa planiranje na Vogu do konca grebena. Za namecek sem za foro pobral iz pristanka v visino vogarja potem pa sem sel dol ker sem imel zadost.,3436,4.5,nimbus
SMucisce ZAbocev,1,"",96,-nan,null,null,"1998-08-10",S Slavcem sva pobrala s smucisca iz podna potem pa smo se vozili po vsej dolini na koncu sem se zapeljal iz planince v zavrh in v dolino pristal sem pri mostu.,1330,4,nimbus
Zavrh,1,"",68,-nan,null,null,"1998-08-11",Veter,1000,2,nimbus
Priznica,1,"",21,-nan,null,null,"1998-08-12",Matranje okoli smucisca vsi smo scurili,null,1,nimbus
Krvavc,1,"",124,-nan,90,13mest,"1998-08-14",Disciplina Sv Lovrenc Psata senicno cerkev Stefanja Gozd zavetisce cilj Disciplino ni nihce koncal zmagal Kriznar janez Sam sem bil prvi z marcem as se jih je peljalo preko naju se 12.,1835,4.1,nimbus
Krvavc,1,"",153,48000,90,16mesto,"1998-08-15",Disciplina: Senicno cerkev predvor hotel borgozd zavetisce kalisce koca cilj Zmagal Slana Sam nisem letel tako kot treba prisel v cilj 16. Vrhnika na tretjem mestu. Najbolsi vrhnican.,1812,4.4,nimbus
Krvavc,1,"",121,30000,90,prekinjena,"1998-08-16",Disciplina: Gozd koca jakob valvazor cilj. Tekma odpovedana zaradi grozecih nimbusov. Zjernejem sva bila ze na dobrci 1 in 2 pozicija proti valvazorju pa je bila tekma odpovedana.,1950,5.1,nimbus
Krvavc,1,"",196,-nan,90,8mesto,"1998-08-17",Disciplina: Gozd marker Sredna bela stefanja gora gozd za v cil je zmankalo sonca cudezno sem pobral potosko in pristal v trsteniku zmagal je Marko Novak.,2010,5.1,nimbus
AbrozSmuc,1,"",20,-nan,null,null,"1998-08-19",Tekma DP na Krvavcu odpadla Trenutno sem 7. Jadrali smo na grajcu.,null,2,nimbus
Krvavec,1,"",130,47000,90,32mesto,"1998-08-20",35 minut pred zasledovalci scurili smo na dobrci Jaz Slana Novak Lotric... Zmagal Jernej Erzo tretji. Disciplina:Krvavc-gozd-mozjanca-valvazor-dobrca-peter-senicno.Drzavno prvenstvo zakljuceno sem na 11.mestu mogoce v rezervni reprezentanci.,2100,3,nimbus
Stolp,1,"",22,-nan,null,null,"1998-08-24",Pes na planino let v dolino.,null,null,nimbus
Zabocevo,1,"",82,-nan,null,null,"1998-08-25",Trikotnik start vojasnica fbrka start pristanek v rakitni.,1240,3.9,nimbus
Ambroz,1,"",120,30000,null,null,"1998-08-29",Ambroz Kriska Ambroz super samo za pelat- mocna termika - pristal na jezercih.,2100,5.3,nimbus
Strmca,1,"",45,-nan,null,null,"1998-08-31",Zanimivo jadranje ne prevec mocan vetr letenje nad ravnino na drugi strani doline..,1100,2,nimbus
Strmca,1,"",30,-nan,null,null,"1998-09-01","",null,null,nimbus
Ambroz,1,"",129,-nan,null,null,"1998-09-05",Jadranje okoli ambroza,1870,4.3,nimbus
Zavrh,1,"",15,-nan,null,null,"1998-09-08","",null,null,nimbus
Kovk,1,"",110,-nan,null,null,"1998-09-10",Dirka Juri Jaz in Erzo Kovk Predmeja Heronimo in nazaj do anje jaz sem prisel iz heronima nazaj do podnanosa Juri je v podnanosu erzo v Vipavi.,1350,4,nimbus
Gabr,1,"",6,-nan,null,null,"1998-09-12",Letenje v dolino,null,null,nimbus
Strmca,1,"",45,-nan,null,null,"1998-09-13",Strmca z Ezoto sva v Logacu Mega v zraku letiva greva domov sva v Logatcu mega je se v zraku.,null,null,nimbus
Gaber,1,"",105,-nan,null,null,"1998-09-15",Mocan veter na nekaterih delih tudi mocna termika ki jo niso vs imeli moznost dobit. Letel sem od stolpa naprej do platoja tam pa nisem mogel pobrat, zato sem se vrnil . Iz lukne sem pobral na start pristal potem pa sem odletel in pristal ob cesti.,1050,4.5,nimbus
Zavrh,1,"",40,-nan,null,null,"1998-09-19",Veter pristal na startu.,null,1.6,nimbus
Kamniski Vrh,1,"",75,-nan,null,null,"1998-09-21",Z Mihatom Gorazdom, Jakatom smo sli pes na vrh. Rabil smo eno uro. Jaz sem napovedal jesenice vendar pa sem se na poti proti kokri obrnil in odletel nazaj na k.vrhv ker je bilo vse pokrito. Najverjetneje bi pristal pod potosko. Nazaj z Ambroza sem se odpravil nekoliko nad srednjim startom priplaniral sem nekoliko nad pristanek ta cas pa je spustilo tako da so se mi pridruzili tudi ostali, od katerih pa sem samo jaz ponovno pobral nad K.vrh. Ko sem v hrib pihalo je dol.,1350,5,nimbus
Ambroz,1,"",5,-nan,null,null,"1998-09-22",Vse pokrit vrgu sem se v prazno. Na zavrhu so dobr jadral.,null,null,nimbus
Buzet,1,"",197,50000,null,null,"1998-09-23",Jaz in Mare sva letela na ucko priucki je mare tudi kasneje pristal sam sem se vrnil na buzet.,1500,5,nimbus
Gaber,1,"",7,-nan,null,null,"1998-09-25",Veliki met,null,null,nimbus
Osp,1,"",5,-nan,null,null,"1998-09-25",Se en met s vetrom v hrbet,null,null,nimbus
Kovk,1,"",145,-nan,null,null,"1998-09-28",Letenje start predmeja start - potem se z Jurijem nato pa v Hrusevje. Okoli nas so se delale nevihte. Na Vrhniki je bil Sodni dan- sodre da so jo z lopatami kidali.,1395,4.3,nimbus
Kovk,1,"",135,-nan,null,null,"1998-10-01",Letenje nad ravnino veliko baz in termike skoraj priklopu caven potem pa odletela s slavcem v Postojno.,1500,4.8,nimbus
Rahtel,1,"",15,-nan,null,null,"1998-10-09",Zadna pika tekma zelo mocan zahodnik.,null,null,nimbus
Zmajarska Rampa,1,"",105,-nan,null,null,"1998-10-10",Start na zmajarski rampi na primorskem let na kovk in do anje mocan zahodnik testiranje dolinskovega fasta in od tjase zica.,null,4.3,nimbus
Zavrh,1,"",26,-nan,null,null,"1998-10-12",Jadranje nulce kdo dalj.,null,2,nimbus
Kovk,1,"",105,-nan,null,null,"1998-10-14",Tjasin zic dvakrat skoraj do predmeje in nazaj.,null,3,nimbus
Planina Stolp,1,"",8,-nan,null,null,"1998-10-19",Scuru s planone,null,null,nimbus
Buzet,1,"",75,10000,24,"2mesto ZL","1998-10-23",1 dirka Zimske lige :disciplina pilon cerkev start cerkev start cilj. dolzina:23km zaradi vremenskih neprilik sem naredu 10km pristal na drugem mestu od 24.,null,3,nimbus
Buzet,1,"",80,-nan,null,null,"1998-10-30",Neuradno neuradna dirka spica polet klv start - tunel cerkev nazaj Z jurrijem sva zmagala. Super termicno jadranje,1678,4.2,nimbus
Lukovc,1,"",65,-nan,null,null,"1998-11-06",ZL odpadla zaradi mocne burje sli smo na naprotno stran doline in jadrali v precej razsuti atmosferi,null,3.2,nimbus
Lijak,1,"",112,-nan,32,4mestoZL,"1998-11-07",2 ZL DIsciplina: Start Rampa Marker Marija Pista Sekret Kromberg cilj Rezultat bi bil lahko bolsi pomankanje strpnosti,1008,3.4,nimbus
Zavrh,1,"",35,-nan,null,null,"1998-11-11",Brez padala na startu termika Erzo Juri Joze so jadral. Potem pristane Juri na staru mi posodi opremo da sem sel se jaz mal motat. Termika povsod zelo mraz v visini. Testiral Susotov sedez ugotovitev da je eden bolsih.,1400,3,nimbus
Kovk,1,"",65,-nan,null,null,"1998-11-13",Vetr-vse je drzal,null,1,nimbus
Lijak,1,"",116,40000,null,null,"1998-11-18",Z razotom sva dirkala disciplino:lijak -rampa-danijel-svmarija-modelarska pista- sekret na cavnu- kromberg- cilj Disciplina je dolga 40km koncal sem jo v 1uri56min. Povprecna hitrost 20km /h. Bilo je zelo mrzlo, nekateri so bili na 1800m.,1200,5.2,nimbus
Lijak,1,"",40,-nan,null,null,"1998-12-06",Vsi na Lijaku. Ko smo prisli na start se je vsa oblačnost razpadla. Čez 45 minut smo poleteli. Grega je hitro pobral. Nekateri pa smo se fajtali 40min v skalah dokler nismo pristali. Sam sem slabo slišal vario, termika pa je bila tako ozka da nisi ostal v stbru več kot pol kroga.,null,1.5,nimbus
Lijak,1,"",29,-nan,null,null,"1998-12-12",Zimska liga propadla. Malo premalo termike.,null,1.5,nimbus
Kovk,1,"",35,-nan,null,null,"1998-12-13",Vetr-vse je drzal,null,1.5,nimbus
Kovk,1,"",65,-nan,null,null,"1998-12-26",Termika pobral sem iz melisca. Ajo mi je posodu Culta.,null,2,Cult
Kovk,1,"",55,-nan,null,null,"1998-12-29",Veter vse je drzal.,null,1.5,nimbus
Vz.rob Vremščice,1,"",2,-nan,null,null,"1999-01-03",Rus in Jernej sta bila z Popularji jaz pa z Cryzijem. Spodila nas je huda familija, poklicali naj bi policaje.,null,null,Ventus2
Tabor,1,"",3,-nan,null,null,"1999-01-15",Erzo, Slavc in Jaz smo se vrgl v zrak in pristal na platoju.,null,null,Nimbus
Buzet,2,"",60,-nan,29,7,"1999-01-17",Zimska liga na 3 obratni vsi scurl razen dveh Novaka in Lotriča.,null,3,Cirrus
Buzet,2,"",75,-nan,29,2,"1999-01-23",Zimska liga na Start, Krizisce, Marker, Crnica, Cimos, Kapelca, SvToma, Cilj. Zaradi vetra in poz nega popoldneva smo obrnili cimos, Samo lotric je obnil Cimos in se pobral. Odletel je z vetom stran od smeri in  visoko priklopu greben. Tako se je lahko vrnil se na Kapelco. Bil sem vso dirko v ospredju.,null,3,Nimbus
Buzet,2,"",55,-nan,30,null,"1999-01-24",Zimska liga prva runda scuru vendar smo ta dan imeli moznost ponovnega starta Na crnici rotor negdo je imel nesreco. Dve napaki ki jih ne smem nikoli ponovit: Prvic semscuru ker ko sem odletel nisem  Zbral podatkov o siteuaciji. Veter, Stbri sirina jakost visina. Drugic: Pri crnici bi moral it iz tam kjer sem pobiral direkt na obratno tocko, namesto da sem sel bol v rotor in potem vecjo pot po njem.,null,3,Nimbus
Lijak,2,"",38,-nan,null,null,"1999-02-19",Juri ucil neke nemce, potem se je odprlo in nekoliko smo lahko pojadrali.,null,1.5,Soul
Kovk,1,"",30,-nan,null,null,"1999-02-20",Z gregatom sva letela v ravnopravsnjem laminarnem vetru- vse je drzal. Kasneje se je zaprlo pricelo je rositi.,null,1,stratus
Planina Stolp,1,"",49,-nan,null,null,"1999-02-25",Na planino sem se odpravil peš ob 12:00. Na start sem prisopihal ob13:15, na rami fa sem vlekel kompletno opremo z balastom vred. Na srečo je v intervalih pihalo tako da sem mislil da bom za šalo štartal in da mi bo padalo takoj prijelo. Dvakrat sem poizkusil a vsakič že po prvem koraku padel. Med poizkusom sem spet čakal da je pihnilo. Končno sem dočakal naslednji interval in štartal naprej na mestu. Ura je 13:50 jadram. Bilo je nekaj termike,(dviganje 2.7m/s) od kod nevem, a bila je termika. Po 49 minutah ni bilo več toliko stebrov, vlačil sem se samo še na grebenu. Tako da sem prvi stebr izkoristu in se zapeljal proti Podlipi in po grebenu čez Kuren domov.,890,2.7,stratus
Lijak,1,"",111,30000,null,null,"1999-02-26",Letenje z lijaka do razdrtega.,1374,5,stratus
Lijak,1,"",130,-nan,29,0,"1999-02-27",Problem z križem na kuclju. Super letenje, ostro, pobiranje iz podna.,1200,5,stratus
Kovk,1,"",90,-nan,29,11,"1999-02-28",Precej smo tiščali. Veter če si nekoliko zaostal si zelo težko pridobil razliko. Na Cerkev pod kovkom smo se zapelali v nedelujočem intervalu tako da smo vsi razen Novakarce scurili. Zmagal Aleš. Dirka je bila dolga 51km.,null,5.3,stratus
Lijak,1,"",140,-nan,null,null,"1999-03-14",Pihala je šipka burja nekatri so leteli do vipave, sam pa sem na vshodnem robu čavna napravil odločitev da nas bo če ne prej odplaknilo na vipavi. Letel sem nazaj in obrnil Sveto goro ter pristal na štartu. Bilo je ludo I nezaboravno.,1430,4.7,stratus
Lijak,1,"",81,-nan,null,null,"1999-03-20",Sever Leteli smo na kras velike visine Mico na 2800,2150,4.6,stratus
Lijak,1,"",115,-nan,null,null,"1999-03-21",Stratus letenje start danijel, rampa, danijel, marija, viadukt, pristank,1470,4.7,stratus
Zavrh,1,"",77,-nan,null,null,"1999-03-23",Na startu je ni nic pihalo oz. Rahu hrbet. Na planinci so se delale vina bazice tu pa nic oblake je neslo z vzhodnikom na startu pa nic vetra. Na startui smo bili Erzo Zalaznik Bostjan in jaz. Prvi sem se pripravil in se odločil da startam takoj ko rahlo pihne gor. Takoj ko je potegnilo navzgor sem startal in se odpeljal naravnost cez dolino. Kazalo je zelo slabo tudi oni na startu so si morali misliti kako bo scuru kot kanta. Na drugi starani sem dobil neka nestanovitna rahla dviganja. Ko sem zgubil dviganje je vse kazalo da je konec. Peljal sem se ven iz dolinein dobil steber ki sem ga s popravki zvrtil do baze 1200m. od Tu sem se z gasom odpeljal proti naslednji bazi na barje. Tu sem pobral iz 900 na 1100 nad Blatno brezovico. Tu sem vstavil film v fotoaparat. Nad vojasnico sem spet popraviol visino in nad St Vrhniko sem ze bil na 1300m v bazi. Potem sem sel pogledat na Planinino od tu pa prek Ulavke v podlipo. Da ne bo v podlipi nic sem videl ze nad Planino.,1307,4,stratus
Zabocevo,1,"",158,-nan,null,null,"1999-03-24",Na startu je pihalo v intervalih in prvi je potegnu Jeri z stratusom. Takoj za njim sem startal sam. Jaz sem se obdrzal in pobral vozu sem se na 2300m vbazo nad gozdovui za rakitno. Odletel sem pod bazo pri sv Ani od tu pa cez gozdove pod bazami nazaj proti Planinci in na Zavrh. Od tu nazaj na zabocevo kjer je Jeri ze pobral na 1400m. Pobrala sva se nekaj visine potem pa sva se odpeljala na sv ano tu sva z 1000 pobrala na 1500 Jernej je odletel naprej jaz pa nazaj spet sem letel cez hoste in nevem ce nisem jadral na valovih brez da bi obracal ker je prevec pihalo sem se peljal cez hoste in glajdal na pogostih dviganjih. Ko sem priletel na Zabocevo je tako pihalo da z polnim gasom nisem prebijal. Nekako je le spustilo in pristal sem ob vasi. Jernej je z sv ane odletel v Smartno pri litiji.,2350,4.8,stratus
Zavrh,1,"",30,-nan,null,null,"1999-03-28",Veter z vrhnike obtekanje zunej sem sicer nekej zvrtil ampak scuru.,null,2,stratus
Zavrh,1,"",77,-nan,null,null,"1999-03-31",Termicno letenj, veter je pihal v dolino, pristal sem pri Tarasu.,1100,3.1,stratus
Ambroz,1,"",181,-nan,null,null,"1999-04-01",Z mihatom sva letela trikotnik letela sva v kmaniskih alpah vendar zaradi severnega vetra nisva mogla obrnt kocbekovga doma. Super res lepo sneg v hribih, samo nekoliko neugoden obcutek v zaveterni straneh hribov.,2322,4.8,stratus
Ambroz,1,"",57,-nan,null,null,"1999-04-02",Erzo in jaz sva startala na smuciscu. Severni veter precej razbutan vendar sem se pocutil odlicno. Najbolsi stber letosd 6.8m/s Slikal smartno in nameraval letet trikotniok. Preprecil severni veter. Kasneje so leteli na velikih visinah baza se je dvignila. 3000m Pristal sem v zupanjih njivah. Napake na 1350 sem imel moznost letet na vplanino ali pa nazaj zapeljal pa sem v kamniski vrh. v zavetrni strani sem se pobral in imel kasneje nekoliko tezav. Ko v vzhodni strani ambroza ni prijelo bi se moral zapeljat nazaj v rotorjere oz nazaj v kamnisjki greben.,2230,6.8,stratus
Lijak,1,"",40,-nan,null,null,"1999-04-03",Sever najpej lepo prvi stbr nad startom potem pa tako razfukan kot se nikoli. Dozivel nisem nic extremnega razen turbolernce tako da sem imel res polne roke dela. Nekaj minut po mojem opozorilu da je hudo je Mojca porocala da je Tita strmoglavla vrgla je rezervo. Strizni vetrovi ko sem pobral naprimer iz nizjega sloja v visji je zacelo tako razmetavat da se ni dalo poberat.,1300,4.8,stratus
Bassano,1,"",120,-nan,null,null,"1999-04-04",Letenje v italiji z novim padalom letenje cez dolino in primerjanje padal super.,2000,5,stratus
Ambroz,1,"",35,-nan,null,null,"1999-04-05",Precej razbit in nevarn start poletovcem je propadu trening novakarci in men XC. Delal sem b, fron stall, zapiranja,null,2,stratus
Priznica,1,"",150,53000,null,null,"1999-04-06",Letenje skoraj do novega mesta Erzo cez novo mesto letela sva drugacne spure. Meni je zmankalo baz in sem moral letet popolnoma drugo smer. Nad zuzemberkom sva se spet srecala le da je bil on pod baza jaz pa na grebenu na 700m tu sem se potem matral 45minut in mi se je uspelo pobrat na 1200m od tu sem pristal na Strazi pred NM,2650,5,stratus
Sv.LovrencP.G.,1,"",140,23000,null,null,"1999-04-10",Na startu je lepo kazalo(oblacki) Prvi je potegnu Slavc, potem pa jaz. Bila je prava odprava na ta hrib (rakicani vrhnicani, domacini) Zelo hitro sem pobral na 2000m medtem ko drugi niso mogli. Potem sem se odpeljal na Grmado in na Tosc. Od tu nazaj in na 2200. Ta cas pa je mojca odletela proti zirem zelo nizko. Sam sem se odpeljal proti vrhniki. Nad podlipsko dolino sem imel se 1100. Na planini je bilo nestanovitno. Ko pa se peljem proti BJju zagledam ptica kako vrti. Se je upanje poberem na 1300 se odpeljem proti notranjosti ker zagledam nov oblak. Tu popravim na 1500 in naravnost cez Pivkovo bajto. Od tu napreje je bilo vse pokrito koprena in nekaksni nestanovitni kumulusi. Zacuda sem se kar dobival sem in tja lep stbrcek, ki pa nobeden ni sel cez 1500. Nad kalcamui sem imel 1200m premalo za cez hoste proti primotrski. Pihalo je iz smeri Planinskega polja in brez naslednjega stbra sem pristal kar na Kalcah.,2222,4.8,stratus
Priznica,1,"",61,-nan,null,null,"1999-04-20",Erzo in jaz in Bostjan smo leteli okoli zabocevga bili so zelo veliki in visoko razviti oblaki dviganje je bilo zelo mocno, pihal je zahodnik vse okoli nas so bile zavese in nimbusi tako da nas je bilo kar malo strah. Imel sem mokre noge tako da me je zelo zeblo, na startu in v rakitni je bil se sneg. Ce bi imel suhe noge , bolso obleko in me ne bi bilo tskop strah bi mogoce lahko odletel proti novem mestu.,1700,6.2,stratus
Šemprimožnik,1,"",15,-nan,null,null,"1999-04-24",Gornji grad pika tekma Rus Bostjan v nuli sam na crto kroga.,null,1,stratus
Bezovnik,1,"",5,-nan,null,null,"1999-04-24",Na drugo stran jadrat ampa kvreme se nas ni usmillo.,null,null,stratus
Lijak,1,"",38,-nan,null,null,"1999-04-25",Lijak jadranje plohe konc s KLVjem,null,1,stratus
Priznica,1,"",40,-nan,null,null,"1999-04-26",Razotov rojstni dan zaradi grdih oblakov nisem odletel do razota. Na Visoko prikurescku.,null,4,stratus
Gozd,1,"",120,50000,null,null,"1999-04-29",Mare Tomi smo strikal gozd potoska dobrca mozjanca pristank pod gozdom od dobrce do mozjance in do pristanka brez vrtenja.zelo pozn smo startal pristal ob sestih.,null,3,stratus
Gozd,1,"",100,-nan,null,null,"1999-05-02",Matranje na gozdu. Startal smo precej zgodaj. Do kalisca potem sem izpod lovrenca pobral nazaj in sel na krizko. Dober trening.,null,5.8,stratus
Krizka,1,"",30,-nan,null,null,"1999-05-02","",null,2.2,stratus
Zabocevo,1,"",10,-nan,null,null,"1999-05-03",Jernej Scuru z priznice, jaz scuru z Zabocevga, Erzo kasneje odletel z priznice v Ljubljano.,null,null,stratus
Gozd,1,"",100,-nan,null,null,"1999-05-08",srednji vzhodnik precej pokrit in svoh termika precej je blo spihan vse skupaj trije lepi stbri Vozu sem se precej nizko, pelal velik z gasom nism se cist uleten glede odlocanja,null,4,stratus
Krizka,1,"",25,-nan,null,null,"1999-05-08",Po tem smo z Gregatom in Mihatom sli na pristat na Krizko na en caj.,null,2,stratus
Lijak,1,"",45,-nan,null,null,"1999-05-16",Zelo slabo vreme ko pa se je malo odprlo smo odsli na start prisli smo prepozno spet se je zaprlo malo je padal dez malo je dol pihal in Taras je startal. Ker se mi ni dal pelat v dolino z avtom sem sel letit z gregatovim padalom. Ko pa sem pobral so sli se ostali v luft. Letel smo skoraj eno uro ko je spet pokril in smo scurl.,null,2.6,stratus
Sv.Primoz,1,"",100,-nan,null,null,"1999-05-17",Jurij jaz in Mare smo startal okoli dveh pihalo je tako da smo startali  v zaveterju.  Na zacetku je bil samo veter in mare je ze skoraj scuru. Pol pa je zacela delat se termika. Mare je iz podna pridrvel gor z sedmico skupaj smo zvrteli ta stbr potem pa se je zacelo uzivanje termika. Letel smo po ravnini proti vetru in se vozil po celi dolini. Mene je sesul z polnim gasom in se zdi kar v redu.,1500,4.8,stratus
Zabocevo,1,"",80,-nan,null,null,"1999-05-18",Z Jurijem sva startala na zabocevem pihal je dost mocan vzhodnik tako da je mene ki sem takoj pobral odneslo cez dolino medtem ko je Jurij imel vec problemov z pobiranjem. Letel sem proti vinjemu vrhu in tam pobral a je bilo se bolj razbito. Z gasom sem sel tudi 46proti vetru.Z antene nad pokojiscem 1500 sem letel na planinco od tam pa nazaj in sem se enkrat pobral nato pa sel pristat.,1500,4.8,stratus
Lijak,1,"",40,-nan,null,null,"1999-05-22",z gregatom sva letela pred ploho pol se je nardil,null,3,stratus
Krizka,1,"",30,-nan,null,null,"1999-05-23",Gabling dirka zelo veliko nas je scuril v temi kasneje krasni pogoji Jurij je zmagal,null,2,stratus
Priznica,1,"",95,-nan,null,null,"1999-05-24",Jadranje precej razbit mocan vzhodnik, tud na 2000m, na koncu sem sel pogledat kaj se dogaja med planinco in podpecjo kjer velikokrat dela a je bilo precej svoh.,2000,5.1,stratus
Gozd,1,"",170,32000,null,null,"1999-05-25",Napoved trikotnika a so se razmere presenetlivo pokazale za precej slabe tako da smo leteli na ambroza in nazaj.,2200,5,stratus
Gozd,1,"",133,32000,null,null,"1999-05-27",Na ambroza pa nazaj jaz sem se ujel na ambrozu dobra sola,2140,5.5,stratus
Gozd,1,"",40,-nan,null,null,"1999-05-28","",965,2.1,stratus
Stol Tekma,1,"",35,-nan,null,null,"1999-05-29","",1318,3.8,stratus
Stol Tekma,1,"",152,-nan,null,null,"1999-05-30","",1249,4.7,stratus
Stol Tekma,1,"",237,50000,null,null,"1999-05-31","",1748,4.8,stratus
Stol Tekma,1,"",88,-nan,null,null,"1999-06-01","",1600,5,stratus
Kobariški stol,1,"",45,-nan,null,null,"1999-06-02","",1311,3.5,stratus
Kobariški stol,1,"",263,91000,null,null,"1999-06-03",90km disciplina iz ene doline v drugo super,1746,6.9,stratus
Kobariški stol,1,"",265,80000,null,null,"1999-06-04",Slavc imel nesreco- dokler bomo leteli mi ki nas je on navdušil in učil, ter navduševali še druge bo Slavc vedno živel,2183,6,stratus
Kobariški stol,1,"",9,-nan,null,null,"1999-06-09",Po Slavcovem pogrebu sem odsel pes na planino in v sončnem zahodu odletel v dolino.,null,null,stratus
Kobariški stol,1,"",179,45000,null,null,"1999-06-10",Svetovni pokal v Kobaridu, letel sem z njimi,1874,5.3,stratus
Kobariški stol,1,"",25,-nan,null,null,"1999-06-12",Svetovni pokal v Kobaridu dirka zaradi nevihte odpovedana,null,0.7,stratus
Kobariški stol,1,"",61,-nan,null,null,"1999-06-17","",1626,4.8,stratus
Priznica,1,"",19,-nan,null,null,"1999-06-24",Napoved XC propadla Erzo odletu na kolpo veter dol mal rotorcka,850,3.7,stratus
Zabocevo,1,"",93,-nan,null,null,"1999-06-24",Kasneje na zabočevem pobral a je bila ura ze 5pm Erzo ze nad Čabrom,2338,4.1,stratus
Ambroz,1,"",121,-nan,null,null,"1999-06-25",Napoved 80km trikotnika a je bil sever premocan pihal je čez ze na ambrozu,1833,4.8,stratus
Priznica,1,"",191,45000,null,null,"1999-06-26",Napoved Novga Mesta Prelet v cabar Super dan zgledal je za stotko a smo precej rinil v veter,2779,5.1,stratus
Ratitovc,1,"",121,-nan,null,null,"1999-06-27",Liga dirka na Ratitovcu super organizacija Krokarjev nekaj zahodnika a lepa dirkica. Bil sem sproscen in zato sem dobr letu. Bil sem 4.,2127,5.5,stratus
Zabocevo,1,"",61,-nan,null,null,"1999-06-29",Start na Zabočevem. Bostjan je odletu na primoza. Sam sem letu na podpeč in nazaj ter pristal na rakitni.,1900,4,stratus
Zavrh,1,"",45,-nan,null,null,"1999-07-01",Erzo taras in jaz smo letel z zavrha. Prvi sem startal jaz in pobral desnio nad start. Odleteli smo na vrhniko. Kasneje je lčetel se Uroš.,900,2,stratus
VildKogel,1,"",120,70000,null,null,"1999-07-03",Svetovno prvenstvo trening.Z Repovzem sva letela 70km z povratkom v dveh urah povprecje 35km/h. Najbolši pogoji v katerih sem kdaj letel. Sli smo pocivat, ker bomo kao cel teden leteli stotke.,3238,7.5,stratus
VildKogel,1,"",338,85000,null,null,"1999-07-04",Prva dirka za sp morala bi biti prekinjana nevihtna oblaka bezanje na tla.,3650,6.9,stratus
VildKogel,1,"",54,-nan,null,null,"1999-07-13",Poizkus dirke po tednu dni dezja dirka je bila prekinjena zaradi nevihte.,2100,3.6,stratus
VildKogel,1,"",28,-nan,null,null,"1999-07-16","",2233,3.2,stratus
Hollersbach,1,"",15,-nan,null,null,"1999-07-17",Let v dolino derke ni,1000,null,stratus
VildKogel,1,"",28,-nan,null,null,"1999-07-18",Zadnja dirka ki je bila prekinjena naslednjui dan smo sli domov.,null,null,stratus
